Study;PublicationYear;Day;Hour;IL6_pgml-1;IL6_errorvalue;IL6_sem;n;IL6_sd;TimeFromCatheter_h;Sleep;TimeAsleep;TimeAwake
Mehra2006d;2006;1;22,5;2,780104712;3,109947644;0,329842932;35;1,951377102;0;0;;
Mehra2006e;2006;2;31,5;2,87434555;3,180628272;0,306282722;30;1,677579558;0;0;;
Mehra2006e;2006;1;22,5;3,69895288;4,123036649;0,424083769;30;2,322802466;0;0;;
Burgos2006;2006;1;19;0,861407474;-0,447784727;;11;1,309192201;1;0;;
Burgos2006;2006;1;21;1,417984969;0,248068534;;11;1,169916435;3;0;;
Burgos2006;2006;1;23;2,252588427;0,498239344;;11;1,754349083;5;1;0;
Burgos2006;2006;2;25;2,670941294;-0,142954749;;11;2,813896042;7;1;2;
Burgos2006;2006;2;27;1,639775056;0,219162243;;11;1,420612813;9;1;4;
Burgos2006;2006;2;29;1,499973722;0,525043359;;11;0,974930362;11;1;6;
Burgos2006;2006;2;31;1,833184422;0,273821412;;11;1,55936301;13;1;8;
Burgos2006;2006;2;33;4,145687707;1,164660745;;11;2,981026962;15;0;;
Vgontzas2007nonap;2007;1;8;1,398190045;1,085972851;0,312217195;20;1,396277742;0;0;;
Vgontzas2007nonap;2007;1;8,5;1,533936652;1,221719457;0,312217195;20;1,396277742;0,5;0;;
Vgontzas2007nonap;2007;1;9;1,466063348;1,194570136;0,271493213;20;1,214154558;1;0;;
Vgontzas2007nonap;2007;1;9,5;1,438914027;1,167420814;0,271493213;20;1,214154558;1,5;0;;
Vgontzas2007nonap;2007;1;10;1,167420814;0,950226244;0,21719457;20;0,971323646;2;0;;
Vgontzas2007nonap;2007;1;10,5;1,330316742;1,058823529;0,271493213;20;1,214154558;2,5;0;;
Vgontzas2007nonap;2007;1;11;1,411764706;1,113122172;0,298642534;20;1,335570014;3;0;;
Vgontzas2007nonap;2007;1;11,5;1,235294118;1,058823529;0,176470588;20;0,789200463;3,5;0;;
Vgontzas2007nonap;2007;1;12;1,466063348;1,235294118;0,230769231;20;1,032031374;4;0;;
Vgontzas2007nonap;2007;1;12,5;1,737556561;1,153846154;0,583710407;20;2,6104323;4,5;0;;
Vgontzas2007nonap;2007;1;13;1,628959276;1,371040724;0,257918552;20;1,15344683;5;0;;
Vgontzas2007nonap;2007;1;13,5;1,628959276;1,330316742;0,298642534;20;1,335570014;5,5;0;;
Vgontzas2007nonap;2007;1;14;1,601809955;1,357466063;0,244343891;20;1,092739102;6;0;;
Vgontzas2007nonap;2007;1;14,5;1,683257919;1,438914027;0,244343891;20;1,092739102;6,5;0;;
Vgontzas2007nonap;2007;1;15;1,92760181;1,601809955;0,325791855;20;1,45698547;7;0;;
Vgontzas2007nonap;2007;1;15,5;1,886877828;1,601809955;0,285067873;20;1,274862286;7,5;0;;
Vgontzas2007nonap;2007;1;16;2,090497738;1,628959276;0,461538462;20;2,064062748;8;0;;
Vgontzas2007nonap;2007;1;16,5;2,253393665;1,737556561;0,515837104;20;2,30689366;8,5;0;;
Vgontzas2007nonap;2007;1;17;2,416289593;1,981900452;0,43438914;20;1,942647293;9;0;;
Vgontzas2007nonap;2007;1;17,5;2,402714932;1,805429864;0,597285068;20;2,671140027;9,5;0;;
Vgontzas2007nonap;2007;1;18;2,253393665;1,954751131;0,298642534;20;1,335570014;10;0;;
Vgontzas2007nonap;2007;1;18,5;2,389140271;2,117647059;0,271493213;20;1,214154558;10,5;0;;
Vgontzas2007nonap;2007;1;19;2,389140271;2,090497738;0,298642534;20;1,335570014;11;0;;
Vgontzas2007nonap;2007;1;19,5;3,271493213;2,742081448;0,529411765;20;2,367601388;11,5;0;;
Vgontzas2007nonap;2007;1;20;3,190045249;2,660633484;0,529411765;20;2,367601388;12;0;;
Vgontzas2007nonap;2007;1;20,5;3,285067873;2,674208145;0,610859729;20;2,731847755;12,5;0;;
Vgontzas2007nonap;2007;1;21;2,877828054;2,36199095;0,515837104;20;2,30689366;13;0;;
Vgontzas2007nonap;2007;1;21,5;2,837104072;2,294117647;0,542986425;20;2,428309116;13,5;0;;
Vgontzas2007nonap;2007;1;22;3,108597285;2,538461538;0,570135747;20;2,549724572;14;0;;
Vgontzas2007nonap;2007;1;22,5;2,837104072;2,280542986;0,556561086;20;2,489016844;14,5;0;;
Vgontzas2007nonap;2007;1;23;3,013574661;2,402714932;0,610859729;20;2,731847755;15;1;0;
Vgontzas2007nonap;2007;1;23,5;2,416289593;2,049773756;0,366515837;20;1,639108653;15,5;1;0,5;
Vgontzas2007nonap;2007;2;24;2,117647059;1,791855204;0,325791855;20;1,45698547;16;1;1;
Vgontzas2007nonap;2007;2;24,5;2,457013575;2,185520362;0,271493213;20;1,214154558;16,5;1;1,5;
Vgontzas2007nonap;2007;2;25;2,524886878;2,212669683;0,312217195;20;1,396277742;17;1;2;
Vgontzas2007nonap;2007;2;25,5;2,36199095;2,076923077;0,285067873;20;1,274862286;17,5;1;2,5;
Vgontzas2007nonap;2007;2;26;2,199095023;1,900452489;0,298642534;20;1,335570014;18;1;3;
Vgontzas2007nonap;2007;2;26,5;2,402714932;2,063348416;0,339366516;20;1,517693197;18,5;1;3,5;
Vgontzas2007nonap;2007;2;27;2,321266968;1,859728507;0,461538462;20;2,064062748;19;1;4;
Vgontzas2007nonap;2007;2;27,5;2,199095023;1,886877828;0,312217195;20;1,396277742;19,5;1;4,5;
Vgontzas2007nonap;2007;2;28;2,117647059;1,764705882;0,352941176;20;1,578400925;20;1;5;
Vgontzas2007nonap;2007;2;28,5;2,049773756;1,778280543;0,271493213;20;1,214154558;20,5;1;5,5;
Vgontzas2007nonap;2007;2;29;3,081447964;2,57918552;0,502262443;20;2,246185932;21;1;6;
Vgontzas2007nonap;2007;2;29,5;2,850678733;2,701357466;0,149321267;20;0,667785007;21,5;1;6,5;
Vgontzas2007nonap;2007;2;30;3,081447964;2,633484163;0,447963801;20;2,003355021;22;1;7;
Vgontzas2007nonap;2007;2;30,5;2,769230769;2,402714932;0,366515837;20;1,639108653;22,5;0;;
Vgontzas2007nonap;2007;2;31;2,429864253;2,090497738;0,339366516;20;1,517693197;23;0;;
Vgontzas2007nonap;2007;2;31,5;2,56561086;2,14479638;0,42081448;20;1,881939565;23,5;0;;
Vgontzas2007nap;2007;1;8;1,013333333;1,16;0,146666667;20;0,655913273;0;0;;
Vgontzas2007nap;2007;1;8,5;0,96;1,08;0,12;20;0,536656315;0,5;0;;
Vgontzas2007nap;2007;1;9;1,066666667;1,226666667;0,16;20;0,715541753;1;0;;
Vgontzas2007nap;2007;1;9,5;1,053333333;1,2;0,146666667;20;0,655913273;1,5;0;;
Vgontzas2007nap;2007;1;10;0,986666667;1,093333333;0,106666667;20;0,477027835;2;0;;
Vgontzas2007nap;2007;1;10,5;1,226666667;1,453333333;0,226666667;20;1,01368415;2,5;0;;
Vgontzas2007nap;2007;1;11;1,52;1,813333333;0,293333333;20;1,311826547;3;0;;
Vgontzas2007nap;2007;1;11,5;1,693333333;2,106666667;0,413333333;20;1,848482861;3,5;0;;
Vgontzas2007nap;2007;1;12;1,68;1,973333333;0,293333333;20;1,311826547;4;0;;
Vgontzas2007nap;2007;1;12,5;1,866666667;2,253333333;0,386666667;20;1,729225903;4,5;0;;
Vgontzas2007nap;2007;1;13;2,346666667;2,88;0,533333333;20;2,385139176;5;0;;
Vgontzas2007nap;2007;1;13,5;2,266666667;2,626666667;0,36;20;1,609968944;5,5;0;;
Vgontzas2007nap;2007;1;14;2,56;3,04;0,48;20;2,146625258;6;0;;
Vgontzas2007nap;2007;1;14,5;2,346666667;2,733333333;0,386666667;20;1,729225903;6,5;1;0;
Vgontzas2007nap;2007;1;15;2,96;3,333333333;0,373333333;20;1,669597423;7;1;0,5;
Vgontzas2007nap;2007;1;15,5;3,293333333;3,813333333;0,52;20;2,325510697;7,5;1;1;
Vgontzas2007nap;2007;1;16;3,253333333;3,84;0,586666667;20;2,623653094;8;1;1,5;
Vgontzas2007nap;2007;1;16,5;3,48;4,133333333;0,653333333;20;2,921795491;8,5;0;;
Vgontzas2007nap;2007;1;17;3,4;4,026666667;0,626666667;20;2,802538532;9;0;;
Vgontzas2007nap;2007;1;17,5;3,173333333;3,733333333;0,56;20;2,504396135;9,5;0;;
Vgontzas2007nap;2007;1;18;3,506666667;4,08;0,573333333;20;2,564024614;10;0;;
Vgontzas2007nap;2007;1;18,5;3,106666667;3,653333333;0,546666667;20;2,444767655;10,5;0;;
Vgontzas2007nap;2007;1;19;3,333333333;3,84;0,506666667;20;2,265882217;11;0;;
Vgontzas2007nap;2007;1;19,5;3,453333333;4,053333333;0,6;20;2,683281573;11,5;0;;
Vgontzas2007nap;2007;1;20;3,76;4,44;0,68;20;3,041052449;12;0;;
Vgontzas2007nap;2007;1;20,5;3,6;4,24;0,64;20;2,862167011;12,5;0;;
Vgontzas2007nap;2007;1;21;3,586666667;4,16;0,573333333;20;2,564024614;13;0;;
Vgontzas2007nap;2007;1;21,5;3,36;3,84;0,48;20;2,146625258;13,5;0;;
Vgontzas2007nap;2007;1;22;3,373333333;3,973333333;0,6;20;2,683281573;14;0;;
Vgontzas2007nap;2007;1;22,5;3,253333333;3,813333333;0,56;20;2,504396135;14,5;0;;
Vgontzas2007nap;2007;1;23;3,226666667;3,786666667;0,56;20;2,504396135;15;1;0;
Vgontzas2007nap;2007;1;23,5;3,533333333;4,186666667;0,653333333;20;2,921795491;15,5;1;0,5;
Vgontzas2007nap;2007;2;24;2,8;3,173333333;0,373333333;20;1,669597423;16;1;1;
Vgontzas2007nap;2007;2;24,5;2,826666667;3,306666667;0,48;20;2,146625258;16,5;1;1,5;
Vgontzas2007nap;2007;2;25;2,586666667;2,88;0,293333333;20;1,311826547;17;1;2;
Vgontzas2007nap;2007;2;25,5;2,8;3,28;0,48;20;2,146625258;17,5;1;2,5;
Vgontzas2007nap;2007;2;26;2,933333333;3,466666667;0,533333333;20;2,385139176;18;1;3;
Vgontzas2007nap;2007;2;26,5;2,973333333;3,386666667;0,413333333;20;1,848482861;18,5;1;3,5;
Vgontzas2007nap;2007;2;27;2,746666667;3,28;0,533333333;20;2,385139176;19;1;4;
Vgontzas2007nap;2007;2;27,5;2,56;2,96;0,4;20;1,788854382;19,5;1;4,5;
Vgontzas2007nap;2007;2;28;2,653333333;3,066666667;0,413333333;20;1,848482861;20;1;5;
Vgontzas2007nap;2007;2;28,5;2,44;2,693333333;0,253333333;20;1,132941109;20,5;1;5,5;
Vgontzas2007nap;2007;2;29;3;3,413333333;0,413333333;20;1,848482861;21;1;6;
Vgontzas2007nap;2007;2;29,5;2,626666667;2,973333333;0,346666667;20;1,550340464;21,5;1;6,5;
Vgontzas2007nap;2007;2;30;2,773333333;3,213333333;0,44;20;1,96773982;22;1;7;
Vgontzas2007nap;2007;2;30,5;2,906666667;3,306666667;0,4;20;1,788854382;22,5;0;;
Vgontzas2007nap;2007;2;31;2,666666667;3,04;0,373333333;20;1,669597423;23;0;;
Vgontzas2007nap;2007;2;31,5;2,733333333;3,013333333;0,28;20;1,252198067;23,5;0;;
Frey2007;2007;1;9;1,897726614;2,236690308;0,338963694;19;1,477508486;0;0;;
Frey2007;2007;1;10;2,049704965;2,414092177;0,364387212;19;1,588327034;1;0;;
Frey2007;2007;1;11;2,227040626;2,574528481;0,347487855;19;1,514664445;2;0;;
Frey2007;2007;1;12;2,362103068;2,811251893;0,449148825;19;1,95779434;3;0;;
Frey2007;2007;1;13;1,878460354;2,200524691;0,322064337;19;1,403845897;4;0;;
Frey2007;2007;1;14;1,674509447;1,869423088;0,194913641;19;0,849608864;5;0;;
Frey2007;2007;1;15;1,555270497;1,758724852;0,203454354;19;0,88683697;6;0;;
Frey2007;2007;1;16;1,580114704;1,800468415;0,220353711;19;0,960499559;7;0;;
Frey2007;2007;1;17;1,664313557;1,850752692;0,186439135;19;0,812669349;8;0;;
Frey2007;2007;1;18;1,807784297;2,036612515;0,228828217;19;0,997439075;9;0;;
Frey2007;2007;1;19;1,773340064;2,019067639;0,245727574;19;1,071101665;10;0;;
Frey2007;2007;1;20;1,611728584;1,81510018;0,203371596;19;0,886476233;11;0;;
Frey2007;2007;1;21;1,687436379;1,907773539;0,22033716;19;0,960427412;12;0;;
Frey2007;2007;1;22;1,627535524;1,84783958;0,220304056;19;0,960283117;13;0;;
Frey2007;2007;1;23;1,720142676;1,974410964;0,254268288;19;1,10832977;14;0;;
Lindahl2007;2007;1;8;1,769911504;2,241887906;0,471976401;14;1,765973988;0;0;;
Lindahl2007;2007;1;11;1,556047198;1,97640118;0,420353982;14;1,572820583;0;0;;
Lindahl2007;2007;1;16;1,408554572;1,954277286;0,545722714;14;2,041907423;0;0;;
Lindahl2007;2007;1;22;1,85840708;2,359882006;0,501474926;14;1,876347362;0;0;;
Miles2008;2008;1;7;1,314634146;1,143902439;0,170731707;51;1,219268268;0;0;;
Miles2008;2008;1;11;1,024390244;0,870731707;0,153658537;51;1,097341441;0;0;;
Miles2008;2008;1;15;1,109756098;0,956097561;0,153658537;51;1,097341441;0;0;;
Miles2008;2008;1;19;1,502439024;1,246341463;0,256097561;51;1,828902402;0;0;;
Miles2008;2008;2;31;1,536585366;1,263414634;0,273170732;51;1,950829229;0;0;;
Vgontzas2008healthy;2008;1;8;1,071570577;0,807157058;0,523521448;15;0,954888812;0;0;;
Vgontzas2008healthy;2008;1;8,5;0,807157058;0,612326044;0,787934967;15;0,954802522;0,5;0;;
Vgontzas2008healthy;2008;1;9;0,821073559;0,612326044;0,774018466;15;0,955061392;1;0;;
Vgontzas2008healthy;2008;1;9,5;1,015904573;0,723658052;0,407408311;15;0,955147682;1,5;0;;
Vgontzas2008healthy;2008;1;10;1,168986083;0,793240557;0,229786923;15;0,909500096;2;0;;
Vgontzas2008healthy;2008;1;10,5;1,475149105;0,960238569;0,119942919;15;0,954975102;2,5;0;;
Vgontzas2008healthy;2008;1;11;1,322067594;0,890656064;0,592042835;15;0,909327516;3;0;;
Vgontzas2008healthy;2008;1;11,5;1,572564612;1,155069583;0,611484467;15;4,781856247;3,5;0;;
Vgontzas2008healthy;2008;1;12;1,96222664;1,54473161;0,172742685;15;3,300601558;4;0;;
Vgontzas2008healthy;2008;1;12,5;2,421471173;1,614314115;0,507360744;15;3,186658889;4,5;0;;
Vgontzas2008healthy;2008;1;13;2,324055666;1,502982107;0,031772555;15;2,506738704;5;0;;
Vgontzas2008healthy;2008;1;13,5;2,866799205;2,157057654;0,069253193;15;3,528486895;5,5;0;;
Vgontzas2008healthy;2008;1;14;2,852882704;2,143141153;0,263681713;15;2,962509378;6;0;;
Vgontzas2008healthy;2008;1;14,5;2,741550696;1,892644135;0,06670407;15;3,760108056;6,5;0;;
Vgontzas2008healthy;2008;1;15;2,115308151;1,614314115;1,001256266;15;1,611877462;7;0;;
Vgontzas2008healthy;2008;1;15,5;2,017892644;1,572564612;1,098671773;15;1,790974958;7,5;0;;
Vgontzas2008healthy;2008;1;16;2,574552684;1,948310139;0,713790874;15;1,611877462;8;0;;
Vgontzas2008healthy;2008;1;16,5;2,449304175;1,628230616;0,495481101;15;1,063171899;8,5;0;;
Vgontzas2008healthy;2008;1;17;3,047713718;2,365805169;0,191550086;15;0,9112902;9;0;;
Vgontzas2008healthy;2008;1;17,5;2,950298211;2,324055666;0,288965593;15;0,972042878;9,5;0;;
Vgontzas2008healthy;2008;1;18;1,976143141;1,600397614;0,330605325;15;0,69865582;10;0;;
Vgontzas2008healthy;2008;1;18,5;2,212723658;1,809145129;0,224993597;15;0,9112902;10,5;0;;
Vgontzas2008healthy;2008;1;19;1,502982107;1,141153082;0,104209101;15;0,637903138;11;0;;
Vgontzas2008healthy;2008;1;19,5;1,990059642;1,54473161;0,444047372;15;0,607526799;11,5;0;;
Vgontzas2008healthy;2008;1;20;2,463220676;1,878727634;1,929417361;15;1,215053598;12;0;;
Vgontzas2008healthy;2008;1;20,5;2,838966203;2,017892644;0,572076742;15;0,57715046;12,5;0;;
Vgontzas2008healthy;2008;1;21;2,922465209;2,170974155;0,414958104;15;0,546774121;13;0;;
Vgontzas2008healthy;2008;1;21,5;1,906560636;1,489065606;2,167058996;15;0,668279481;13,5;0;;
Vgontzas2008healthy;2008;1;22;2,337972167;1,656063618;1,514788569;15;0,9112902;14;0;;
Vgontzas2008healthy;2008;1;22,5;1,976143141;1,502982107;3,054531705;15;1,15430092;14,5;0;;
Vgontzas2008healthy;2008;1;23;1,711729622;1,308151093;1,45391455;15;2,004838439;15;1;0;
Vgontzas2008healthy;2008;1;23,5;1,836978131;1,252485089;1,96670285;15;1,640322359;15,5;1;0,5;
Vgontzas2008healthy;2008;2;24;2,588469185;1,892644135;3,620119772;15;1,03279556;16;1;1;
Vgontzas2008healthy;2008;2;24,5;2,24055666;1,725646123;2,176621254;15;0,82016118;16,5;1;1,5;
Vgontzas2008healthy;2008;2;25;2,073558648;1,54473161;4,257729695;15;2,365180669;17;1;2;
Vgontzas2008healthy;2008;2;25,5;1,864811133;1,377733598;3,975679664;15;2,128662602;17,5;1;2,5;
Vgontzas2008healthy;2008;2;26;1,614314115;1,224652087;5,15869202;15;3,311252937;18;1;3;
Vgontzas2008healthy;2008;2;26,5;2,324055666;1,711729622;2,853858444;15;3,902548105;18,5;1;3,5;
Vgontzas2008healthy;2008;2;27;1,781312127;1,26640159;5,188013026;15;2,71995777;19;1;4;
Vgontzas2008healthy;2008;2;27,5;1,864811133;1,558648111;7,460342241;15;4,966879406;19,5;1;4,5;
Vgontzas2008healthy;2008;2;28;2,087475149;1,558648111;8,391052458;15;3,07473487;20;1;5;
Vgontzas2008healthy;2008;2;28,5;2,226640159;1,656063618;5,405261681;15;2,956475837;20,5;1;5,5;
Vgontzas2008healthy;2008;2;29;1,4055666;0,97415507;6,250875117;15;4,730361339;21;1;6;
Vgontzas2008healthy;2008;2;29,5;2,324055666;1,697813121;3,71275415;15;0,929516003;21,5;1;6,5;
Vgontzas2008healthy;2008;2;30;1,68389662;1,238568588;3,125919331;15;0,968245837;22;1;7;
Vgontzas2008healthy;2008;2;30,5;1,753479125;1,099403579;2,761858298;15;1,12316517;22,5;1;7,5;
Vgontzas2008healthy;2008;2;31;1,349900596;1,057654076;4,269731305;15;1,936491673;23;0;;
Vgontzas2008healthy;2008;2;31,5;0,55666004;0,222664016;2,236598387;15;3,540619323;23,5;0;;
Vgontzas2008obese;2008;1;8;2,184890656;1,82306163;1,184890656;13;4,272184016;0;0;;
Vgontzas2008obese;2008;1;8,5;2,017892644;1,642147117;1,287555565;13;4,64234761;0,5;0;;
Vgontzas2008obese;2008;1;9;1,781312127;1,447316103;0,956593026;13;3,449045205;1;0;;
Vgontzas2008obese;2008;1;9,5;1,781312127;1,502982107;0,619514374;13;2,233690841;1,5;0;;
Vgontzas2008obese;2008;1;10;1,795228628;1,475149105;0,215453347;13;0,77682809;2;0;;
Vgontzas2008obese;2008;1;10,5;1,976143141;1,711729622;0,223856859;13;0,807127383;2,5;0;;
Vgontzas2008obese;2008;1;11;2,407554672;1,82306163;0,116040834;13;0,418391177;3;0;;
Vgontzas2008obese;2008;1;11,5;2,435387674;1,96222664;0,127522505;13;0,459788931;3,5;0;;
Vgontzas2008obese;2008;1;12;2,532803181;2,031809145;0,292353743;13;1,054096411;4;0;;
Vgontzas2008obese;2008;1;12,5;2,769383698;2,254473161;0,380619653;13;1,372343675;4,5;0;;
Vgontzas2008obese;2008;1;13;3,437375746;2,644135189;1,008162263;13;3,634980733;5;0;;
Vgontzas2008obese;2008;1;13,5;3,117296223;2,463220676;0,297071504;13;1,07110654;5,5;0;;
Vgontzas2008obese;2008;1;14;2,964214712;2,254473161;0,319270892;13;1,151147572;6;0;;
Vgontzas2008obese;2008;1;14,5;3,590457256;2,825049702;1,201693211;13;4,33276649;6,5;0;;
Vgontzas2008obese;2008;1;15;3,284294235;2,296222664;0,841597606;13;3,034423322;7;0;;
Vgontzas2008obese;2008;1;15,5;3,409542744;2,713717694;0,77808207;13;2,8054148;7,5;0;;
Vgontzas2008obese;2008;1;16;3,687872763;2,727634195;0,099108718;13;0,357341565;8;0;;
Vgontzas2008obese;2008;1;16,5;3,938369781;3,117296223;0,794549556;13;2,864789165;8,5;0;;
Vgontzas2008obese;2008;1;17;3,437375746;2,491053678;0,09130833;13;0,329216866;9;0;;
Vgontzas2008obese;2008;1;17,5;3,687872763;2,769383698;0,490119954;13;1,767152625;9,5;0;;
Vgontzas2008obese;2008;1;18;3,966202783;2,908548708;0,728000536;13;2,624843261;10;0;;
Vgontzas2008obese;2008;1;18,5;4,592445328;3,673956262;1,718288025;13;6,19537558;10,5;0;;
Vgontzas2008obese;2008;1;19;4,147117296;3,21471173;0,625768981;13;2,256242148;11;0;;
Vgontzas2008obese;2008;1;19,5;4,48111332;3,590457256;1,472398616;13;5,308808708;11,5;0;;
Vgontzas2008obese;2008;1;20;4,662027833;3,729622266;1,401616787;13;5,053601194;12;0;;
Vgontzas2008obese;2008;1;20,5;3,423459245;2,783300199;0,41582366;13;1,499273528;12,5;0;;
Vgontzas2008obese;2008;1;21;4,077534791;3,159045726;1,250700697;13;4,509465493;13;0;;
Vgontzas2008obese;2008;1;21,5;4,592445328;3,715705765;1,856257234;13;6,692830638;13,5;0;;
Vgontzas2008obese;2008;1;22;4,300198807;3,437375746;1,348383107;13;4,861664431;14;0;;
Vgontzas2008obese;2008;1;22,5;4,397614314;3,757455268;1,518328495;13;5,474411242;14,5;0;;
Vgontzas2008obese;2008;1;23;3,687872763;3,089463221;0,376710421;13;1,358248739;15;1;0;
Vgontzas2008obese;2008;1;23,5;3,64612326;2,825049702;0,407654301;13;1,469818485;15,5;1;0,5;
Vgontzas2008obese;2008;2;24;4,049701789;3,089463221;0,199208828;13;0,718257644;16;1;1;
Vgontzas2008obese;2008;2;24,5;4,244532803;3,395626243;0,214448272;13;0,773204241;16,5;1;1,5;
Vgontzas2008obese;2008;2;25;4,564612326;3,534791252;0,426942896;13;1,539364503;17;1;2;
Vgontzas2008obese;2008;2;25,5;4,884691849;3,757455268;0,963827246;13;3,475128556;17,5;1;2,5;
Vgontzas2008obese;2008;2;26;3,632206759;2,741550696;0,432246079;13;1,558485401;18;1;3;
Vgontzas2008obese;2008;2;26,5;3,576540755;2,811133201;0,667569054;13;2,406954454;18,5;1;3,5;
Vgontzas2008obese;2008;2;27;3,882703777;3,256461233;0,82931859;13;2,9901507;19;1;4;
Vgontzas2008obese;2008;2;27,5;3,312127237;2,713717694;0,822729943;13;2,966394995;19,5;1;4,5;
Vgontzas2008obese;2008;2;28;3,326043738;2,727634195;1,222704647;13;4,4085243;20;1;5;
Vgontzas2008obese;2008;2;28,5;3,21471173;2,435387674;1,387502099;13;5,002709963;20,5;1;5,5;
Vgontzas2008obese;2008;2;29;2,908548708;2,254473161;2,702020119;13;9,742272086;21;1;6;
Vgontzas2008obese;2008;2;29,5;2,296222664;1,809145129;2,34084998;13;8,440054631;21,5;1;6,5;
Vgontzas2008obese;2008;2;30;3,005964215;2,296222664;2,495482786;13;8,997591142;22;1;7;
Vgontzas2008obese;2008;2;30,5;3,005964215;2,324055666;1,684083364;13;6,072048921;22,5;1;7,5;
Vgontzas2008obese;2008;2;31;2,992047714;2,407554672;2,724470983;13;9,823219828;23;0;;
Vgontzas2008obese;2008;2;31,5;1,196819085;0,654075547;3,744336226;13;13,50039626;23,5;0;;
Benedict2009;2009;1;21,2;2,191780822;1,917808219;0,273972603;17;1,12961798;0,2;0;;
Benedict2009;2009;1;21,5;2,191780822;1,917808219;0,273972603;17;1,12961798;0,5;0;;
Benedict2009;2009;1;21,65;2,054794521;1,643835616;0,410958904;17;1,694426969;0,65;0;;
Benedict2009;2009;1;21,85;1,917808219;1,643835616;0,273972603;17;1,12961798;0,85;0;;
Benedict2009;2009;1;22;2,054794521;1,643835616;0,410958904;17;1,694426969;1;0;;
Benedict2009;2009;1;22,2;2,602739726;1,917808219;0,684931507;17;2,824044949;1,2;0;;
Benedict2009;2009;1;22,4;2,054794521;1,506849315;0,547945205;17;2,259235959;1,4;0;;
Benedict2009;2009;1;23;2,739726027;2,054794521;0,684931507;17;2,824044949;2;0;;
Benedict2009;2009;2;24;2,465753425;1,917808219;0,547945205;17;2,259235959;4;1;1;
Benedict2009;2009;2;25;3,01369863;2,191780822;0,821917808;17;3,388853939;6;1;2;
Benedict2009;2009;2;26;2,739726027;2,191780822;0,547945205;17;2,259235959;8;1;3;
Benedict2009;2009;2;27;3,424657534;3,01369863;0,410958904;17;1,694426969;10;1;4;
Benedict2009;2009;2;28;3,835616438;3,424657534;0,410958904;17;1,694426969;12;1;5;
Benedict2009;2009;2;29;4,109589041;3,561643836;0,547945205;17;2,259235959;14;1;6;
Benedict2009;2009;2;30;4,520547945;3,835616438;0,684931507;17;2,824044949;16;1;7;
Peeling2009;2009;1;7;0,479203302;0,359836363;0,119366939;8;0,337620689;0;0;;
Peeling2009;2009;1;8;0,554713291;0,363830872;0,190882419;8;0,539897012;1;0;;
Peeling2009;2009;1;10;0,510966533;0,391682239;0,119284294;8;0,337386933;3;0;;
Peeling2009;2009;1;13;0,479120657;0,359863911;0,119256746;8;0,337309015;6;0;;
Peeling2009;2009;2;32;0,495071144;0,36385842;0,131212724;8;0,371125627;0;0;;
Philips2010BT;2010;1;6,5;1,635973222;1,379478759;0,256494463;7;0,725475898;0;0;;
Philips2010BT;2010;1;7,5;1,518420277;1,321039114;0,197381163;7;0,558278235;1;0;;
Philips2010BT;2010;1;9,5;1,242558208;0,986400573;0,256157635;7;0,724523204;3;0;;
Philips2010AT;2010;1;6,5;2,069470759;2,423813734;0,354342975;7;1,002233282;0;0;;
Philips2010AT;2010;1;7,5;1,57719675;1,833017557;0,255820808;7;0,723570511;1;0;;
Philips2010AT;2010;1;9,5;1,675382089;1,951917814;0,276535725;7;0,782161145;3;0;;
Rief2010high;2010;1;22,5;3,77245509;5;1,22754491;52;8,851952233;0;0;;
Rief2010high;2010;2;6,5;5,568862275;6,616766467;1,047904192;52;7,556544589;0;0;;
Rief2010low;2010;1;22,5;8,622754491;9,640718563;1,017964072;60;7,885115795;0;0;;
Rief2010low;2010;2;6,5;4,580838323;5,389221557;0,808383234;60;6,261709602;0;0;;
Chennaoui2011;2011;1;8;0,594383403;0,712925681;0,118542278;12;0,410642497;3;0;;
Chennaoui2011;2011;1;11;2,495495803;3,23070361;0,735207807;12;2,546834553;6;0;;
Chennaoui2011;2011;1;14;3,329454719;4,15955777;0,830103051;12;2,875561318;9;0;;
Chennaoui2011;2011;1;17;4,258343001;5,254384768;0,996041766;12;3,450389891;12;0;;
Chennaoui2011;2011;1;20;3,43226643;3,93025319;0,49798676;12;1,725076741;15;0;;
Chennaoui2011;2011;1;23;3,602197502;4,147614823;0,545417321;12;1,889381022;18;0;;
Pledge2011;2011;1;8;4,141799812;4,279957707;0,138157895;12;0,478592986;0;0;;
Pledge2011;2011;1;9;4,034304511;4,179100094;0,144795583;12;0,501586612;0;0;;
Pledge2011;2011;1;18;4,492657425;4,801809211;0,309151786;12;1,0709332;0;0;;
Pledge2011;2011;1;19;4,911536654;5,227326128;0,315789474;12;1,093926826;0;0;;
Crispim2012EM;2012;1;8;2,333162042;2,174945758;0,158216284;6;0,387549165;0;0;;
Crispim2012EM;2012;1;12;2,496117392;2,122016672;0,374100719;6;0,916355875;4;0;;
Crispim2012EM;2012;1;16;2,112310152;1,997145141;0,115165011;6;0,282095513;8;0;;
Crispim2012EM;2012;1;20;2,260762818;2,016215599;0,244547219;6;0,599015905;12;0;;
Crispim2012EM;2012;2;24;2,351775722;2,135891287;0,215884435;6;0,52880671;16;1;0;
Crispim2012EM;2012;2;28;2,572285029;2,241178486;0,331106543;6;0,811042082;20;1;4;
